indicator_type,indicator_content,domain_name 
cert-domain,nation-news.ru,nation-news.ru
cdn-domain,static.nation-news.ru,nation-news.ru
cdn-domain,,nation-news.ru
cdn-domain,top-fwz1.mail.ru,nation-news.ru
domain_suffix,nation-news.ru,nation-news.ru
domain,nation-news,nation-news.ru
css-class,"{'open_img', 'sidebar__news-time', 'tiles-news__link-block', 'tiles-news__link-block-v3', 'block-name', 'sidebar__news-item', 'main-news-slider-block', 'ukrbanner', 'sidebar-block', 'ny-logo__container', 'navbar', 'footer-share', 'flex', 'footer-text', 'footer-text-info', 'top_main_news_alarm_left', 'desktop-scroll', 'ny-pattern', 'main-slider__img-block', 'tiles-news-block', 'footer-text__cont', 'sticky', 'banner-hotline', 'header-wrap', 'footer-text-nav', 'mob-menu-block', 'block-name__text', 'main-block', 'main-slider__title', 'mtm-slot', 'header-main-logo', 'f-share__ok', 'footer-patriot', 'tile-news__title', 'main-news-slider', 'main-slider__date', 'footer-nav', 'sidebar__block-title', 'tile-news__info-wrap', 'main-slider__category', 'footer-info', 'top_main_news_alarm_right', 'title-angle-shap', 'tile-news__cat', 'icon-age', 'block-name__text-link', 'header-mobile-menu-btn', 'sidebar__block-name', 'container', 'nav-item', 'f-share__vk', 'top_main_news_alarm', 'mob-menu-bg', 'tile-news__link', 'footer-block', 'main-slider__text-block', 'f-share__rss', 'main-slider-item', 'footer-counters', 'container-flex', 'navbar-nav', 'link-long-img', 'footer-text__age', 'no-newyear', 'header-content-block', 'header-search', 'fullscreen', 'img_solncepek', 'footer-logo', 'sidebar__block', 'fullwidth', 'tile-news__img-block', 'tile-news__views', 'navbar-nav__mobile', 'footer-logo-share', 'header-menu-items'}",nation-news.ru
ip,5.188.159.220,
subnet,5.188.159,
whois,"{
  ""domain_name"": [
    ""polit.info"",
    ""POLIT.INFO""
  ],
  ""registrar"": ""Registrar of domain names REG.RU LLC"",
  ""whois_server"": ""whois.reg.com"",
  ""referral_url"": null,
  ""updated_date"": ""2022-09-13 08:50:54"",
  ""creation_date"": ""2015-09-26 11:24:48"",
  ""expiration_date"": ""2023-09-26 11:24:48"",
  ""name_servers"": [
    ""ns1.airee.ru"",
    ""ns2.airee.ru"",
    ""ns3.airee.ru""
  ],
  ""status"": [
    ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"",
    ""clientTransferProhibited http://www.icann.org/epp#clientTransferProhibited""
  ],
  ""emails"": [
    ""abuse@reg.ru"",
    ""riafan@yandex.ru""
  ],
  ""name"": [
    ""REDACTED FOR PRIVACY"",
    ""Evgenij Zubarev""
  ],
  ""org"": ""OBSchESTVO S OGRANIChENNOI OTVETSTVENNOSTYu \""FEDERALNOE AGENTSTVO NOVOSTEI\"""",
  ""address"": [
    ""REDACTED FOR PRIVACY"",
    ""ul. Vsevoloda Vishnevskogo, d. 18, lit. A, pom. 2-N""
  ],
  ""city"": [
    ""REDACTED FOR PRIVACY"",
    ""Sankt-Peterburg""
  ],
  ""state"": ""Sankt-Peterburg"",
  ""registrant_postal_code"": [
    ""REDACTED FOR PRIVACY"",
    ""197022""
  ],
  ""country"": ""RU""
}",polit.info
ga_id,UA-16449195,polit.info
ga_tag_id,RLKMZJM7RZ,polit.info
yandex_tag_id,ym(25466642,polit.info
certificate,"-----BEGIN CERTIFICATE-----
MIIFGjCCBAKgAwIBAgISBKfAi3mC20ztHVAlM1djNVrdMA0GCSqGSIb3DQEBCwUA
MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD
EwJSMzAeFw0yMjEyMDMxODI2NDdaFw0yMzAzMDMxODI2NDZaMBUxEzARBgNVBAMT
CnBvbGl0LmluZm8wggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDTCvrI
jmLQZlrrWsFImOiCS6lOc+UmNl8Nrjb9axPPlNCMbvmyW5l3a+iNrg7sfSLFqpMc
jrsAEbA2jH/UaOXOcVfxtNig/UmoV+Gb8nJZ/gdpdArWOubCi9eB36BKXr2SWInW
weDRSVqLDkY1TQ3MA8RL+vSol1+/UdqSjUnDnpP3gjv/evW3bFf8qxyTiY9YuahG
7dEPzpvWIhyd58afO89w9R8n8ZGT4+mYzJ10Yuvbt3taZ64o4u7W/pIJyLDtb0nD
MxamzSMU0mCHwK5nLOZVXkBDjDNWzjX5scfFsH7ywihxgUf4vy3dwMV7VGtJoCVn
qXVCsXMwdXpHCmSzAgMBAAGjggJFMIICQTAOBgNVHQ8BAf8EBAMCBaAwHQYDVR0l
BBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYE
FJYoFLszmQ+G7Goyi7nsfHAriCe4MB8GA1UdIwQYMBaAFBQusxe3WFbLrlAJQOYf
r52LFMLGMFUGCCsGAQUFBwEBBEkwRzAhBggrBgEFBQcwAYYVaHR0cDovL3IzLm8u
bGVuY3Iub3JnMCIGCCsGAQUFBzAChhZodHRwOi8vcjMuaS5sZW5jci5vcmcvMBUG
A1UdEQQOMAyCCnBvbGl0LmluZm8wTAYDVR0gBEUwQzAIBgZngQwBAgEwNwYLKwYB
BAGC3xMBAQEwKDAmBggrBgEFBQcCARYaaHR0cDovL2Nwcy5sZXRzZW5jcnlwdC5v
cmcwggEEBgorBgEEAdZ5AgQCBIH1BIHyAPAAdgC3Pvsk35xNunXyOcW6WPRsXfxC
z3qfNcSeHQmBJe20mQAAAYTZdJYuAAAEAwBHMEUCIGSS15s61MQzcIANsD/iltyg
QB2bb4AVSrq1nADpxhmWAiEA9pJVJ7X1UPPoKYsQ04JcNgeLOjv1Ntqn468B/iv7
y1oAdgBvU3asMfAxGdiZAKRRFf93FRwR2QLBACkGjbIImjfZEwAAAYTZdJhuAAAE
AwBHMEUCIHOUS5HeECa2aluwOJJGbZXiyDrk/xtyo5OOG2U1MJqUAiEAuU8AyAOx
5vyD6ktJiNLQSQK1T/AufLV81fs/w/RA0jkwDQYJKoZIhvcNAQELBQADggEBAIPt
+LlzHfHung4HHRN+SrAhjWQ8fdt8akN3Ehp1eQSXeBX66H3PFDZtxH8fAhopdeUn
dVB3XAxLDkNptLfcfp7w/VZvZOhRf1P0IOMifQT15qflVF9hNU5lRCTmz4l2mUmC
24rN5UeBrzZAlXMVTf/8bIquBWqIGbVH07DaiYp0AUeDqaTR6NBMfhZbXsOcBAoq
gXKy4NGuciUMWYsPF4dDf0Ru4kvQRiWb8kFMGXxpRQasX6bGVeZ/crfxFi6UOIen
Gprn5CkmEqI4GqUmJxROP7UXzi8gCMUOHnCHizjCLr8GSH+XhzED+GO8TRKBMQff
0Dynb1N0paTShTUYimU=
-----END CERTIFICATE-----
",polit.info
cert-domain,polit.info,polit.info
cdn-domain,static.polit.info,polit.info
cdn-domain,,polit.info
cdn-domain,top-fwz1.mail.ru,polit.info
domain_suffix,polit.info,polit.info
domain,polit,polit.info
css-class,"{'menu__share-item', 'footer_counters', 'slider-block__news-list', 'main-block', 'news_scroll-block', 'footer__subtitle', 'header-close-btn', 'footer__text', 'tile-list-news__bottom-block', 'header-content__menu-item', 'sidebar__block-title', 'menu-vk', 'aspect-ratio-box', 'newyear', 'top_main_news_alarm_right_1', 'tile-news__cat', 'icon-age', 'block-name__text-link', 'decorCorner-top', 'tile-news__link', 'footer-block', 'header-content__mobile-logo', 'tile-list-news__category', 'menu-ok', 'slider-block__slider', 'slider-block', 'tile-news__img-block', 'footer__fond', 'tile-list-news__title', 'footer__menu', 'sidebar__title', 'header-content-block__left', 'tile-list-news__link', 'modal-menu-container', 'sidebar__header-block', 'main-wrapper', 'top_main_news_alarm_left', 'tile-list-news__img-block', 'footer__item', 'sidebar__block-hashtag', 'block-name__text', 'decorCorner-both', 'menu-tg', 'tile-list-news__date', 'simple-btn', 'link-long-img', 'tile-list-news__info-wrap', 'btn', 'header-content-block', 'footer__content', 'sidebar-item', 'footer__categories', 'sidebar__block-time', 'slider-item__caption', 'index-page', 'tiles-news__link-block', 'block-name', 'modal-menu__share-block', 'modal-menu-wrap', 'ny-pattern', 'tiles-news-block', 'modal-menu__left-block', 'header-wrap', 'tile-news__date', 'header-content-block__right', 'sidebar__simple-item', 'mtm-slot', 'slider-item__caption-category', 'list-item', 'menu-search', 'slider-item__caption-title', 'tile-news__info-wrap', 'header-close-btn__icon', 'footer__pot', 'slider-item__caption-meta', 'footer__logo', 'top_main_news_alarm', 'footer__18', 'footer__about', 'tiles-list-news__link-block', 'tiles-list-news-block', 'header-content__main-logo', 'footer__head', 'header-content__menu-list', 'tile-news__title', 'footer__categorie', 'footer__copy', 'modal-menu__category-list', 'top_main_news_alarm_right_0', 'container', 'slider-item', 'block-name__all', 'footer__line', 'footer__background', 'hashMarker'}",polit.info
ip,94.198.53.48,
subnet,94.198.53,
whois,"{
  ""domain_name"": ""POLITROS.COM"",
  ""registrar"": ""CJSC REGISTRAR R01"",
  ""whois_server"": ""whois.r01.ru"",
  ""referral_url"": null,
  ""updated_date"": [
    ""2022-11-11 09:31:51"",
    ""2022-11-11 12:31:52""
  ],
  ""creation_date"": [
    ""2015-11-13 16:41:35"",
    ""2015-11-13 19:41:35""
  ],
  ""expiration_date"": [
    ""2023-11-13 16:41:35"",
    ""2023-11-13 19:41:35""
  ],
  ""name_servers"": [
    ""NS1.AIREE.RU"",
    ""NS2.AIREE.RU"",
    ""NS3.AIREE.RU"",
    ""ns2.airee.ru"",
    ""ns3.airee.ru"",
    ""ns1.airee.ru""
  ],
  ""status"": ""clientTransferProhibited https://icann.org/epp#clientTransferProhibited"",
  ""emails"": [
    ""tld-abuse@r01.ru"",
    ""politros.com@r01.whoisproxy.ru""
  ],
  ""dnssec"": [
    ""unsigned"",
    ""Unsigned""
  ],
  ""name"": ""Privacy protection service - r01.whoisproxy.ru."",
  ""org"": ""Privacy protection service - r01.whoisproxy.ru."",
  ""address"": ""PO box 99, whoisproxy.ru"",
  ""city"": ""Moscow"",
  ""state"": ""Moscow region"",
  ""registrant_postal_code"": ""123308"",
  ""country"": ""RU""
}",politros.com
ga_id,UA-11708256,politros.com
ga_tag_id,PFRZ4CBLNT,politros.com
yandex_tag_id,ym(41240299,politros.com
certificate,"-----BEGIN CERTIFICATE-----
MIIFHjCCBAagAwIBAgISA4OJgd0HTFM+lgP1hz0LnF/8MA0GCSqGSIb3DQEBCwUA
MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD
EwJSMzAeFw0yMjExMzAwODU2MzdaFw0yMzAyMjgwODU2MzZaMBcxFTATBgNVBAMT
DHBvbGl0cm9zLmNvbTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAP6r
ScMRtkV4VSWo5szg9u9SWbrVHCPVPga0d2LNYi5LtnXF3CHnMsT6pjT+9hXl0sNh
L7SR0Q06C61cM0vWVbPbrQ9zTl/Q3FhJdZSaBxWZLpjDEC3COdZVmCr+xDK9nZcb
U8TK0aaqK1Ods9WkIc1aWcBVYP1GdTnX5WnrFe6fPAb3EHKIC6LOprevdqu2Zroq
Qag0dwixnuMpqGcNcywuvs/4BskkUMQbbR7wktylS6vuiPflrqoG0toExRIFXsii
u5Ud9jsDT0U8r4fuGyiTuOaK5ZdfMJsilIQDUx1xFXwEvI4Gpe3Le56f4rEMIq7Z
J4iTDdaSABdt8KVOjhUCAwEAAaOCAkcwggJDMA4GA1UdDwEB/wQEAwIFoDAdBgNV
HSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIwADAdBgNVHQ4E
FgQUPUh80eVEqIWSvYVEdJKk82QQKyswHwYDVR0jBBgwFoAUFC6zF7dYVsuuUAlA
5h+vnYsUwsYwVQYIKwYBBQUHAQEESTBHMCEGCCsGAQUFBzABhhVodHRwOi8vcjMu
by5sZW5jci5vcmcwIgYIKwYBBQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNyLm9yZy8w
FwYDVR0RBBAwDoIMcG9saXRyb3MuY29tMEwGA1UdIARFMEMwCAYGZ4EMAQIBMDcG
CysGAQQBgt8TAQEBMCgwJgYIKwYBBQUHAgEWGmh0dHA6Ly9jcHMubGV0c2VuY3J5
cHQub3JnMIIBBAYKKwYBBAHWeQIEAgSB9QSB8gDwAHYAejKMVNi3LbYg6jjgUh7p
hBZwMhOFTTvSK8E6V6NS61IAAAGEx/eCAgAABAMARzBFAiEA/co21BZ5P8PhHzw6
g0D6AY3ZwpoI6HJpSGBYaDg7PBUCIDoUk+aEwmQTfF5OsvdZzTBZ+5wcSC6ruIrW
6KFQh2uGAHYAtz77JN+cTbp18jnFulj0bF38Qs96nzXEnh0JgSXttJkAAAGEx/eD
3wAABAMARzBFAiEAzEKeHVQU76vquFf4LvhlemhXk+pz5yCOLLmRJk79h98CIBTh
UhwcXgLUsnMDpLdzio5jr/csJ6+15MEifF7C+GwkMA0GCSqGSIb3DQEBCwUAA4IB
AQA48exq+bChoQekRs+qzgDTMjRT8/lDqG7vVbttHugJcABRjRuR+lFfPJCt94J8
OwuVnKopZ47bPypLU1+MwTph/lH565h6r9PN30L8VIpVB53/J++PF7qOOeQZcD7h
KtfwFarIVKN+ZynKkTWMI86xVYhZrWGSSCYrkIFmEFKjmndPdzNsy3bL8FwQyYB1
Q0E6h6kho1zv2EmxTXsfSqcGj11iwFnjpHBB4rft2AKa4OKC+81DVV2YYqjlKw23
xPYTKOZJMQVB6my1eqByTrHbTd0hEXlK7iiplB4Jo8tnZguwZAkhqMRzPWq3rS4M
/lVxTtqzvCvaxdBN0LU3KAFb
-----END CERTIFICATE-----
",politros.com
cert-domain,politros.com,politros.com
cdn-domain,static.nation-news.ru,politros.com
cdn-domain,,politros.com
cdn-domain,top-fwz1.mail.ru,politros.com
cdn-domain,static.politros.com,politros.com
domain_suffix,politros.com,politros.com
domain,politros,politros.com
css-class,"{'text-right', 'footer-border', 'main-menu__logo-box__square-box__blue', 'mb-0', 'main-menu__logo-box__square-box__white', 'header-bottom', 'mobile-menu-wrapper', 'mb-20', 'main-menu__logo-box__square-box__red', 'page-main', 'pb-15', 'mr-30', 'font-small', 'ti-close', 'text-uppercase', 'sticky-sidebar', 'col-5', 'news-lenta-btn', 'col-xl-2', 'fa-yandex', 'main-menu__logo-box', 'col-xl-7', 'newyear', 'hidden-md-down', 'col-lg-9', 'pt-20', 'sidebar-left', 'sidebar-widget', 'col-sm-3', 'pb-30', 'meta-1', 'footer-counters', 'col-4', 'col-md-9', 'wow', 'ti-search', 'read-more', 'date', 'logo-mobile', 'mb-30', 'day', 'widget-mobile-show', 'custom-scrollbar', 'fa-vk', 'footer-bottom-area', 'cat-item-3', 'city-name', 'main-page-slider__container', 'pb-20', 'mr-15', 'd-inline-block', 'list-inline', 'post-on', 'post-in', 'scroll-progress', 'd-flex', 'border-radius-5', 'month', 'post-thumb', 'tablet-hide', 'footer-social-share', 'latest-post', 'ti-menu-alt', 'main-wrapper', 'vk-icon', 'dark-mark', 'open-menu-icon', 'mb-5', 'social-foot-title', 'widget-weather', 'solncepek_banner', 'color-white', 'col-8', 'main-header', 'col-md-3', 'list-inline-item', 'd-lg-block', 'footer-bottom-nav', 'list-post', 'post-title', 'text-muted', 'mobile_logo', 'header-logo', 'col-md-4', 'full-width', 'col-lg-3', 'main-menu__logo-box__square-box', 'fa-odnoklassniki', 'close-menu-icon', 'color-grey', 'col-12', 'pl-5', 'footer-area', 'row', 'slide_img', 'off-canvas-close', 'sidebar-inner', 'time', 'bg-white', 'col-md-6', 'col-lg-12', 'col-6', 'cat-item-2', 'wrap-search-form', 'main-menu', 'pr-5', 'all-news', 'age', 'justify-content-between', 'mtm-slot', 'logo_ny', 'only_newyear', 'main-header-navigation', 'float-left', 'city-time__icon', 'col-md-2', 'main-menu__logo-box__site-logo', 'post-aside-style-1', 'main-menu__logo-box__site-logo__img', 'position-right', 'mb-10', 'text-danger', 'col-xl-3', 'font-x-small', 'date-current-local', 'post-content', 'header-style-2', 'd-none', 'sidebar-widget--inosmi', 'entry-meta', 'logo-img', 'cat-item', 'prosslider', 'main-menu-link-exclusive', 'main-page-slider', 'align-items-center', 'font-medium', 'center-column', 'primary-sidebar', 'img-hover-scale', 'footer-copy-right', 'odnoklassniki-icon', 'mobile-menu', 'widget-header', 'meta-2', 'mt-20', 'fa-clock', 'd-md-none', 'mt-5', 'd-block', 'mobile-menu-btn', 'date-city-item', 'd-inline', 'fab', 'px-0', 'text-center', 'widget-title', 'slider-single', 'social-icon', 'block-tab-item', 'container', 'text-xs-center', 'p-20', 'border-radius-10', 'position-relative', 'search-icon', 'zen-icon', 'news-lenta-btn__title', 'main-nav', 'media-body', 'date-city-list', '#', 'far', 'offcanvas-sidebar', 'col-7', 'city-time'}",politros.com
ip,172.67.135.123,
subnet,172.67.135,
whois,"{
  ""domain_name"": null,
  ""registrar"": null,
  ""whois_server"": null,
  ""referral_url"": null,
  ""updated_date"": null,
  ""creation_date"": null,
  ""expiration_date"": null,
  ""name_servers"": null,
  ""status"": null,
  ""emails"": null,
  ""dnssec"": null,
  ""name"": null,
  ""org"": null,
  ""address"": null,
  ""city"": null,
  ""state"": null,
  ""registrant_postal_code"": null,
  ""country"": null
}",afriquemedia.tv
meta_social,twitter:site|@afriquemedia,afriquemedia.tv
verification_id,google-site-verification|7XT5FqU7lipjcivqba6cOeF5nau-VeDlXrVwjl2sM5g,afriquemedia.tv
uuid,a1d8c1e5-0f14-5d6b-812c-25a97634e547,afriquemedia.tv
uuid,ef7ab881-52d8-5835-adca-2f9b38b16575,afriquemedia.tv
uuid,a5ec7612-d1fc-59c1-8e21-eee61bfbfe91,afriquemedia.tv
uuid,6c418ff2-9b7b-5c5e-9018-8248053fc0c1,afriquemedia.tv
uuid,855f9945-fad8-56a1-a2e9-2de89e00a692,afriquemedia.tv
uuid,2e0670ab-e103-5023-97db-fec0d0bd1047,afriquemedia.tv
uuid,9a3b0185-88ce-4b6a-aab2-00ec1b529f75,afriquemedia.tv
uuid,9a290b20-cc7e-42fd-7298-12a9113119b3,afriquemedia.tv
crypto-wallet,113401d5f384f7118df1d6657d3308e6,afriquemedia.tv
crypto-wallet,1bf54422e3929e1842a193db6eb759ab,afriquemedia.tv
ga_id,UA-84485739,afriquemedia.tv
certificate,"-----BEGIN CERTIFICATE-----
MIIFPDCCBOKgAwIBAgIQB/s2Ln38btxDJtE7kpCdmTAKBggqhkjOPQQDAjBKMQsw
CQYDVQQGEwJVUzEZMBcGA1UEChMQQ2xvdWRmbGFyZSwgSW5jLjEgMB4GA1UEAxMX
Q2xvdWRmbGFyZSBJbmMgRUNDIENBLTMwHhcNMjIwNzExMDAwMDAwWhcNMjMwNzEw
MjM1OTU5WjB1MQswCQYDVQQGEwJVUzETMBEGA1UECBMKQ2FsaWZvcm5pYTEWMBQG
A1UEBxMNU2FuIEZyYW5jaXNjbzEZMBcGA1UEChMQQ2xvdWRmbGFyZSwgSW5jLjEe
MBwGA1UEAxMVc25pLmNsb3VkZmxhcmVzc2wuY29tMFkwEwYHKoZIzj0CAQYIKoZI
zj0DAQcDQgAEYvfzyvAeRCEsaXZ///dFG3wNFGQTIrpHA6UI2NLktphtdpVFxEX/
BVtAqbQsrdny5JefJzBqqUxmtxApfHM5rqOCA30wggN5MB8GA1UdIwQYMBaAFKXO
N+rrsHUOlGeItEX62SQQh5YfMB0GA1UdDgQWBBTMCbHqg/GVPvMbGYBqW24yVS8x
BDBEBgNVHREEPTA7gg9hZnJpcXVlbWVkaWEudHaCESouYWZyaXF1ZW1lZGlhLnR2
ghVzbmkuY2xvdWRmbGFyZXNzbC5jb20wDgYDVR0PAQH/BAQDAgeAMB0GA1UdJQQW
MBQGCCsGAQUFBwMBBggrBgEFBQcDAjB7BgNVHR8EdDByMDegNaAzhjFodHRwOi8v
Y3JsMy5kaWdpY2VydC5jb20vQ2xvdWRmbGFyZUluY0VDQ0NBLTMuY3JsMDegNaAz
hjFodHRwOi8vY3JsNC5kaWdpY2VydC5jb20vQ2xvdWRmbGFyZUluY0VDQ0NBLTMu
Y3JsMD4GA1UdIAQ3MDUwMwYGZ4EMAQICMCkwJwYIKwYBBQUHAgEWG2h0dHA6Ly93
d3cuZGlnaWNlcnQuY29tL0NQUzB2BggrBgEFBQcBAQRqMGgwJAYIKwYBBQUHMAGG
GGh0dHA6Ly9vY3NwLmRpZ2ljZXJ0LmNvbTBABggrBgEFBQcwAoY0aHR0cDovL2Nh
Y2VydHMuZGlnaWNlcnQuY29tL0Nsb3VkZmxhcmVJbmNFQ0NDQS0zLmNydDAMBgNV
HRMBAf8EAjAAMIIBfQYKKwYBBAHWeQIEAgSCAW0EggFpAWcAdQDoPtDaPvUGNTLn
Vyi8iWvJA9PL0RFr7Otp4Xd9bQa9bgAAAYHvfTE5AAAEAwBGMEQCIB/UCqILHqi8
Ny/slUqHQhsOO+llpeG1mHywROX51rjbAiAMsE9EL/kGZx1KOYrM+WxvmUx12i98
Ih9WZkAD5EBQrQB1ADXPGRu/sWxXvw+tTG1Cy7u2JyAmUeo/4SrvqAPDO9ZMAAAB
ge99MUgAAAQDAEYwRAIgGh0LjeZg4Px7T7+ZU16y1PYpO8q+OxEgsl6RsTrfyxEC
ICX75S4y9XyIABN4X+QOMQcW/3GbIpPlVCi7Bk2vXdL2AHcAs3N3B+GEUPhjhtYF
qdwRCUp5LbFnDAuH3PADDnk2pZoAAAGB730xbAAABAMASDBGAiEA9TgG1neG9XzU
IIzWPOGu7JTDGajqZbRooAjMz3LPLEkCIQDrcv9gj8NepN/WnaTeeUx3jLfwce7t
stgeHbL6m3t8czAKBggqhkjOPQQDAgNIADBFAiAwAQAv8VnrxVeqLg2+x2BYLkER
Sw+Kw4bVDruxDiY94wIhAMrfAofwkcvZCJ4Eap/i2HCtsfL3gg1+IyMXkc7lBfvA
-----END CERTIFICATE-----
",afriquemedia.tv
cert-domain,afriquemedia.tv,afriquemedia.tv
cert-domain, *.afriquemedia.tv,afriquemedia.tv
cert-domain, sni.cloudflaressl.com,afriquemedia.tv
cdn-domain,afriquemedia.tv,afriquemedia.tv
cdn-domain,,afriquemedia.tv
cdn-domain,pbs.twimg.com,afriquemedia.tv
cdn-domain,pixel.quantserve.com,afriquemedia.tv
domain_suffix,afriquemedia.tv,afriquemedia.tv
domain,afriquemedia,afriquemedia.tv
